chrom	chromStart	chromEnd	name	pHaplo
chr3	168801286	169381406	MECOM	1.0
chr3	169684422	169716161	SEC62	0.94
chr3	169804519	169899537	PHC3	0.98
chr3	169940152	170023769	PRKCI	0.9
chr3	170075465	170114623	SKIL	0.96
chr3	170779127	171178197	TNIK	0.99
chr3	171318194	171528740	PLD1	0.87
chr3	171757417	172119455	FNDC3B	1.0
chr3	172162922	172166246	GHSR	0.91
chr3	176737142	176915261	TBL1XR1	1.0
chr3	178865901	178957881	PIK3CA	1.0
chr3	179040778	179053323	ZNF639	0.87
chr3	179116989	179169378	GNB4	0.93
chr3	179280667	179306196	ACTL6A	0.99
chr3	179370542	179507189	USP13	0.94
chr3	180585928	180700541	FXR1	1.0
chr3	181429713	181432221	SOX2	0.97
chr3	182511287	182639423	ATP11B	0.88
chr3	182655861	182703741	DCUN1D1	0.93
chr3	182971031	183016292	B3GNT5	0.91
chr3	183415605	183530413	YEATS2	0.95
chr3	183892476	183901879	AP2M1	0.94
chr3	184016496	184026842	PSMD2	0.95
chr3	184032282	184053146	EIF4G1	0.97
chr3	184097860	184108524	CHRD	0.95
chr3	184279571	184300197	EPHB3	0.92
chr3	185000728	185206885	MAP3K13	0.98
chr3	185300283	185351339	SENP2	0.93
chr3	185361526	185542844	IGF2BP2	0.99
chr3	185633693	185655924	TRA2B	0.99
chr3	185764096	185828107	ETV5	0.99
chr3	186285191	186315061	DNAJB11	0.94
chr3	186500993	186507689	EIF4A2	0.98
chr3	186648273	186796341	ST6GAL1	0.95
chr3	187386693	187388187	SST	0.9
chr3	187439164	187463515	BCL6	0.99
chr3	189349204	189615068	TP63	1.0
chr3	189674516	189840226	LEPREL1	0.91
chr3	190023489	190040264	CLDN1	0.93
chr3	190231839	190375843	IL1RAP	0.9
chr3	190570665	190610218	GMNC	0.91
chr3	191857183	192485553	FGF12	0.94
chr3	192514603	192635950	MB21D2	0.88
chr3	193310932	193415612	OPA1	0.99
chr3	194123400	194219093	ATP13A3	0.96
chr3	194361516	194393206	LSG1	0.91
chr3	194406621	194409762	FAM43A	0.97
chr3	194995464	195163807	ACAP2	0.98
chr3	195754053	195809060	TFRC	0.89
chr3	196074532	196159345	UBXN7	0.98
chr3	196295481	196315930	FBXO45	0.97
chr3	196466727	196559518	PAK2	0.96
chr3	196594726	196661585	SENP5	0.97
chr3	196662272	196669468	NCBP2	0.9
chr3	196769430	197026171	DLG1	0.99
chr3	197398263	197476598	KIAA0226	0.9
chr3	197464049	197514467	FYTTD1	0.98
chr3	197676857	197683481	RPL35A	0.99
chr3	197687070	197770591	LMLN	0.94
chr4	619372	664571	PDE6B	0.89
chr4	699536	764428	PCGF3	0.87
chr4	778744	819986	CPLX1	0.95
chr4	843063	926161	GAK	0.92
chr4	980784	998316	IDUA	0.87
chr4	1003723	1020685	FGFRL1	0.87
chr4	1396719	1400119	NKX1-1	1.0
chr4	1873150	1983934	WHSC1	1.0
chr4	2061238	2070816	NAT8L	0.91
chr4	2271308	2420390	ZFYVE28	0.92
chr4	2463946	2627047	RNF4	0.97
chr4	2626987	2734292	FAM193A	0.97
chr4	2845583	2931803	ADD1	0.96
chr4	3076407	3245676	HTT	1.0
chr4	3294754	3441640	RGS12	0.88
chr4	3768074	3770251	ADRA2C	0.91
chr4	4417468	4544073	STX18	0.95
chr4	4861392	4865663	MSX1	0.93
chr4	5749810	5894785	CRMP1	0.98
chr4	6027925	6202318	JAKMIP1	0.96
chr4	6322304	6565327	PPP2R2C	0.96
chr4	6783101	6885897	KIAA0232	0.97
chr4	7043625	7059679	TADA2B	0.95
chr4	7194264	7744554	SORCS2	0.94
chr4	7967038	8160559	ABLIM2	0.88
chr4	8847801	8873543	HMX1	0.98
chr4	10075962	10118573	WDR1	0.98
chr4	13542453	13546674	NKX3-2	0.93
chr4	13570361	13629347	BOD1L1	0.99
chr4	15606161	15683302	FBXL5	0.96
chr4	16503163	16900432	LDB2	0.97
chr4	17842821	18023499	LCORL	0.96
chr4	20254882	20622184	SLIT2	0.99
chr4	20730238	21950422	KCNIP4	0.9
chr4	22346693	22517677	GPR125	0.86
chr4	23756663	23905712	PPARGC1A	0.96
chr4	24519063	24586173	DHX15	1.0
chr4	26165076	26436541	RBPJ	0.99
chr4	26859299	27027003	STIM2	0.97
chr4	30722036	31148422	PCDH7	0.95
chr4	38665816	38702663	KLF3	0.97
chr4	39455743	39460568	RPL9	0.91
chr4	39699663	39784412	UBE2K	0.87
chr4	39824482	39979576	PDS5A	0.99
chr4	40425271	40632892	RBM47	0.94
chr4	41361623	41702061	LIMCH1	0.96
chr4	41746098	41750987	PHOX2B	0.98
chr4	42410389	42659122	ATP8A1	0.91
chr4	48499377	48782339	FRYL	0.88
chr4	55095263	55164414	PDGFRA	0.9
chr4	55524084	55606881	KIT	0.87
chr4	55944643	55991756	KDR	0.89
chr4	57843887	57897334	POLR2B	0.93
chr4	62066975	62944053	LPHN3	0.9
chr4	69176104	69215807	YTHDC1	0.94
chr4	73939092	74124515	ANKRD17	0.99
chr4	78634540	78740769	CNOT6L	0.96
chr4	83273650	83295656	HNRNPD	0.94
chr4	83831125	83934079	LIN54	0.95
chr4	85413139	85419603	NKX6-1	0.86
chr4	85590703	85887544	WDFY3	1.0
chr4	87856153	88062206	AFF1	0.93
chr4	88928819	88998929	PKD2	0.89
chr4	93225549	94695707	GRID2	0.97
chr4	94750041	94751221	ATOH1	0.92
chr4	95128761	95212443	SMARCAD1	0.96
chr4	101944565	102269435	PPP3CA	0.97
chr4	103422485	103538459	NFKB1	0.96
chr4	108968700	109090112	LEF1	0.98
chr4	110354927	110462052	SEC24B	0.96
chr4	111538578	111563279	PITX2	0.97
chr4	113434671	113437328	NEUROG2	0.88
chr4	113739264	114304896	ANK2	1.0
chr4	122737598	122745087	CCNA2	0.86
chr4	125585206	125633887	ANKRD50	0.97
chr4	126237553	126414087	FAT4	0.97
chr4	139949265	140098372	ELF2	0.98
chr4	140222608	140341187	NAA15	0.97
chr4	140637906	141075338	MAML3	0.98
chr4	141541918	141677274	TBC1D9	0.89
chr4	142944312	143768585	INPP4B	0.87
chr4	144257914	144395721	GAB1	0.91
chr4	144434615	144478639	SMARCA5	0.99
chr4	146019083	146050331	ABCE1	0.99
chr4	146031989	146101313	OTUD4	0.99
chr4	146402345	146479231	SMAD1	0.98
chr4	146678778	146859787	ZNF827	0.99
chr4	147560044	147563626	POU4F2	0.96
chr4	148402068	148466106	EDNRA	0.96
chr4	148999912	149365850	NR3C2	0.96
chr4	150999425	151178609	DCLK2	0.92
chr4	152020724	152025804	RPS3A	0.98
chr4	153242409	153457253	FBXW7	0.98
chr4	154073493	154260472	TRIM2	0.98
chr4	154387497	154557863	KIAA0922	0.99
chr4	155456157	155471587	PLRG1	0.92
chr4	157681605	157892546	PDGFC	0.91
chr4	158125333	158287227	GRIA2	0.91
chr4	159593276	159630775	ETFDH	0.87
chr4	159690289	159829201	FNIP2	0.98
chr4	160025329	160281321	RAPGEF2	0.99
chr4	164031224	164088073	NAF1	0.93
chr4	166128769	166244308	KLHL2	0.92
chr4	166282345	166419472	CPE	0.88
chr4	169418216	169849608	PALLD	0.86
chr4	170015406	170192256	SH3RF1	0.9
chr4	170533783	170644824	CLCN3	0.99
chr4	170981372	171012850	AADAT	0.89
chr4	174089903	174245118	GALNT7	0.87
chr4	174252845	174256276	HMGB2	0.95
chr4	174446119	174451380	HAND2	0.96
chr4	175157808	175205415	FBXO8	0.9
chr4	175204827	175254531	CEP44	0.88
chr4	177241114	177253396	SPCS3	0.87
chr4	183065139	183724177	TENM3	0.95
chr4	183811212	183839089	DCTD	0.95
chr4	184020445	184241930	WWC2	0.99
chr4	184365743	184369351	CDKN2AIP	0.97
chr4	184426146	184432249	ING2	0.93
chr4	184560787	184580378	RWDD4	0.86
chr4	184774583	184944679	STOX2	0.94
chr4	185308866	185395734	IRF2	0.94
chr4	185548849	185570663	CASP3	0.93
chr4	185615771	185655287	MLF1IP	0.88
chr4	185676748	185747972	ACSL1	0.87
chr4	185939994	185941958	HELT	0.9
chr4	186064394	186071536	SLC25A4	0.93
chr4	186080818	186130658	KIAA1430	0.86
chr4	186125390	186291339	SNX25	0.91
chr4	186285031	186317053	LRP2BP	0.94
chr4	186317174	186321782	ANKRD37	0.88
chr4	186320693	186347139	UFSP2	0.88
chr4	186422850	186456766	PDLIM3	0.91
chr4	186506597	186877806	SORBS2	0.95
chr4	187347699	187476464	RP11-215A19.2	0.87
chr4	187508936	187647876	FAT1	0.96
chr5	196985	218330	CCDC127	0.86
chr5	443272	472052	EXOC3	0.87
chr5	473424	524447	SLC9A3	0.99
chr5	892757	919472	TRIP13	0.99
chr5	1008943	1039058	NKD2	0.89
chr5	1050498	1112150	SLC12A7	0.93
chr5	1201709	1225232	SLC6A19	0.9
chr5	1253261	1295184	TERT	0.99
chr5	1392908	1445545	SLC6A3	1.0
chr5	1801513	1816719	NDUFS6	0.89
chr5	1877540	1887350	IRX4	0.99
chr5	2745958	2752969	IRX2	0.98
chr5	2752244	2755508	C5orf38	0.99
chr5	3596167	3601517	IRX1	0.98
chr5	5140442	5320417	ADAMTS16	0.98
chr5	5420776	5490347	KIAA0947	0.99
chr5	6448735	6495022	UBE2QL1	0.99
chr5	6599351	6633404	NSUN2	0.96
chr5	6633455	6669675	SRD5A1	0.89
chr5	6714717	6757161	PAPD7	1.0
chr5	7396320	7830194	ADCY2	0.99
chr5	7859271	7869150	FASTKD3	0.93
chr5	9035137	9546187	SEMA5A	0.9
chr5	10250032	10266524	CCT5	0.97
chr5	10353814	10440500	MARCH6	1.0
chr5	10564441	10650308	ANKRD33B	0.92
chr5	10971951	11904155	CTNND2	0.97
chr5	14143810	14532235	TRIO	1.0
chr5	14664772	14699820	FAM105B	0.91
chr5	14704909	14871887	ANKH	0.9
chr5	15500304	15939900	FBXL7	0.92
chr5	16451627	16465901	ZNF622	0.89
chr5	16665394	16936372	MYO10	0.89
chr5	31193856	31329253	CDH6	0.91
chr5	31400603	31532303	DROSHA	0.97
chr5	31639516	32111037	PDZD2	0.96
chr5	32227099	32313115	MTMR12	0.92
chr5	32354455	32444867	ZFR	0.97
chr5	34656341	34832732	RAI14	0.99
chr5	35048860	35230794	PRLR	0.93
chr5	36152090	36184421	SKP2	0.96
chr5	36606456	36688436	SLC1A3	0.88
chr5	36876860	37066515	NIPBL	1.0
chr5	38938020	39074510	RICTOR	0.99
chr5	39371779	39462402	DAB2	0.92
chr5	43065277	43192123	ZNF131	0.93
chr5	43289496	43313614	HMGCS1	0.92
chr5	43526368	43557860	PAIP1	0.9
chr5	44303645	44389808	FGF10	0.91
chr5	50678920	50690564	ISL1	0.95
chr5	52776238	52782964	FST	0.97
chr5	55230922	55290821	IL6ST	0.91
chr5	56111400	56191979	MAP3K1	0.99
chr5	56215428	56267502	MIER3	0.89
chr5	57749808	57756087	PLK2	0.95
chr5	58264864	59817947	PDE4D	0.97
chr5	60628099	60841997	ZSWIM6	0.96
chr5	61601988	61833076	KIF2A	0.93
chr5	64444562	64777747	ADAMTS6	0.94
chr5	67511547	67597649	PIK3R1	0.96
chr5	71403060	71505395	MAP1B	0.99
chr5	72112138	72212560	TNPO1	0.99
chr5	72251807	72386349	FCHO2	0.86
chr5	74632153	74657929	HMGCR	0.91
chr5	76506273	76725632	PDE8B	0.94
chr5	76924537	76935513	OTP	0.94
chr5	82767283	82878122	VCAN	0.93
chr5	86563704	86687748	RASA1	0.99
chr5	90664540	90679176	ARRDC3	0.98
chr5	92919042	92930321	NR2F1	0.99
chr5	96271097	96373219	LNPEP	0.92
chr5	98190907	98262240	CHD1	1.0
chr5	106712589	107006596	EFNA5	0.98
chr5	107194735	107717799	FBXL17	0.87
chr5	112043194	112181936	APC	0.97
chr5	112849379	112930982	YTHDC2	0.88
chr5	113696641	113832337	KCNN2	0.91
chr5	115779311	115910630	SEMA6A	0.98
chr5	118373466	118584833	DMXL1	0.95
chr5	121398889	121413980	LOX	0.89
chr5	122424815	122529960	PRDM6	0.89
chr5	122847792	122952739	CSNK1G3	0.91
chr5	123972607	124084500	ZNF608	1.0
chr5	127419457	127525380	SLC12A2	0.97
chr5	127593600	127994878	FBN2	0.87
chr5	130759613	130970929	RAPGEF6	0.96
chr5	130977406	131132710	FNIP1	0.89
chr5	132211070	132299326	AFF4	0.99
chr5	132387653	132442141	HSPA4	0.93
chr5	133530024	133561833	PPP2CA	0.89
chr5	134094468	134190823	DDX46	0.97
chr5	134363424	134370503	PITX1	0.98
chr5	135468533	135524435	SMAD5	0.98
chr5	136953188	137071779	KLHL3	0.9
chr5	137523338	137549032	CDC23	0.87
chr5	137688284	137772717	KDM3B	0.99
chr5	137841783	137878989	ETF1	0.95
chr5	137946655	138270723	CTNNA1	0.97
chr5	138609440	138667360	MATR3	0.97
chr5	139226363	139422884	NRG2	0.97
chr5	139487361	139496321	PURA	0.93
chr5	139781398	139929163	ANKHD1	0.98
chr5	139781492	139929154	ANKHD1-EIF4EBP3	0.94
chr5	140864740	140892546	PCDHGC4	0.9
chr5	141232937	141258811	PCDH1	0.96
chr5	142149948	142608576	ARHGAP26	0.87
chr5	142657495	142815077	NR3C1	0.97
chr5	143550395	143865249	KCTD16	0.9
chr5	145583112	145718814	RBM27	0.98
chr5	145718586	145720083	POU4F3	0.97
chr5	145826873	145891524	TCERG1	0.99
chr5	146770373	146889619	DPYSL3	0.97
chr5	146967989	147162338	JAKMIP2	0.92
chr5	147763497	147822399	FBXO38	0.97
chr5	148871759	148931007	CSNK1A1	0.98
chr5	149379883	149432386	HMGXB3	0.86
chr5	149493399	149535435	PDGFRB	0.93
chr5	149599053	149669854	CAMK2A	0.93
chr5	149737201	149779871	TCOF1	0.86
chr5	149980641	150038782	SYNPO	0.97
chr5	151150605	151192346	G3BP1	0.92
chr5	152869174	153193429	GRIA1	0.93
chr5	156693088	156822606	CYFIP2	0.97
chr5	157212750	157286183	CLINT1	0.95
chr5	158122927	158526769	EBF1	1.0
chr5	158584416	158637061	RNF145	0.94
chr5	159488807	159546430	PWWP2A	0.89
chr5	162864574	162873157	CCNG1	0.9
chr5	162930119	162946342	MAT2B	0.92
chr5	166711803	167691162	TENM2	0.98
chr5	167718655	167899308	WWC1	0.97
chr5	167913449	167946304	RARS	0.87
chr5	167975499	168006605	PANK3	0.91
chr5	168088744	168728133	SLIT3	0.99
chr5	169064250	169510386	DOCK2	0.99
chr5	169291267	169407744	FAM196B	0.92
chr5	169673240	169725231	LCP2	0.87
chr5	169780490	170163636	KCNIP1	0.87
chr5	170736287	170739138	TLX3	0.95
chr5	170814119	170838141	NPM1	0.99
chr5	170846659	170884627	FGF18	0.96
chr5	171288552	171433877	FBXW11	0.99
chr5	171636643	171711075	UBTD2	0.91
chr5	171752184	171881527	SH3PXD2B	0.91
chr5	172068268	172118543	NEURL1B	0.96
chr5	172483354	172566291	CREBRF	0.99
chr5	172659111	172662360	NKX2-5	0.99
chr5	172741715	172756506	STC2	0.97
chr5	173315282	173388979	CPEB4	0.99
chr5	174151535	174157896	MSX2	0.99
chr5	174867041	174871211	DRD1	0.97
chr5	175874628	175937075	FAF2	0.95
chr5	176237477	176307897	UNC5A	0.98
chr5	176560025	176727216	NSD1	1.0
chr5	176883608	176901402	DBN1	0.92
chr5	177631507	177638164	HNRNPAB	0.94
chr5	178537851	178772431	ADAMTS2	0.97
chr5	179041178	179061785	HNRNPH1	0.99
chr5	179105628	179157926	CANX	0.99
chr5	179159850	179223512	MAML1	0.98
chr5	179224596	179233952	MGAT4B	0.87
chr5	179921411	180005405	CNOT6	0.96
chr5	180028505	180076624	FLT4	0.99
chr5	180467224	180488523	BTNL9	0.96
chr5	180620923	180632293	TRIM7	0.95
chr5	180649498	180662809	TRIM41	0.99
chr5	180663908	180675096	GNB2L1	0.99
chr5	180682719	180684578	AC008443.1	0.87
chr6	391738	411447	IRF4	1.0
chr6	485132	693117	EXOC2	0.94
chr6	1312674	1314992	FOXQ1	0.99
chr6	1390068	1395832	FOXF2	1.0
chr6	1610680	1614127	FOXC1	1.0
chr6	1624040	2245926	GMDS	0.98
chr6	2765647	2787186	WRNIP1	0.91
chr6	2887499	2903514	SERPINB9	0.87
chr6	3118607	3153812	BPHL	0.89
chr6	3153902	3157760	TUBB2A	0.93
chr6	3224494	3231964	TUBB2B	0.98
chr6	3269195	3457256	SLC22A23	0.99
chr6	4021500	4065217	PRPF4B	1.0
chr6	4115922	4135831	ECI2	0.93
chr6	4706392	4955785	CDYL	0.99
chr6	5998231	6007200	NRN1	0.98
chr6	7107829	7252213	RREB1	0.99
chr6	7268538	7347679	SSR1	0.93
chr6	7389728	7418270	RIOK1	0.86
chr6	7541807	7586950	DSP	1.0
chr6	7727029	7881655	BMP6	0.99
chr6	7881482	8026646	TXNDC5	0.86
chr6	10393418	10419892	TFAP2A	1.0
chr6	10694927	10710015	PAK1IP1	0.91
chr6	11183530	11382581	NEDD9	0.92
chr6	12008994	12165232	HIVEP1	0.99
chr6	12290595	12297427	EDN1	0.93
chr6	12717892	13288645	PHACTR1	0.89
chr6	13358061	13487894	GFOD1	0.92
chr6	13621729	13711796	RANBP9	0.99
chr6	15246526	15522252	JARID2	1.0
chr6	16129355	16148479	MYLIP	0.89
chr6	16299342	16761722	ATXN1	0.99
chr6	17281576	17294106	RBM24	0.9
chr6	17615268	17706656	NUP153	0.99
chr6	17759413	17987854	KIF13A	0.99
chr6	20402397	20493941	E2F3	0.98
chr6	21593971	21598847	SOX4	0.93
chr6	24705088	24721064	C6orf62	0.97
chr6	24797600	25042238	FAM65B	0.86
chr6	27858092	27860884	HIST1H3J	0.86
chr6	28870778	28891766	TRIM27	0.93
chr6	29523405	29601753	GABBR1	0.89
chr6	30294255	30311506	TRIM39	0.97
chr6	30568176	30586389	PPP1R10	0.97
chr6	30687977	30693203	TUBB	0.89
chr6	31606804	31620482	BAG6	0.89
chr6	33239786	33244287	RPS18	0.89
chr6	33378175	33384230	PHF1	0.9
chr6	33387846	33421466	SYNGAP1	0.97
chr6	34204649	34214008	HMGA1	0.89
chr6	34857041	35059179	ANKS1A	0.95
chr6	35182189	35220856	SCUBE3	0.98
chr6	35441373	35464853	TEAD3	0.96
chr6	36164520	36200567	BRPF3	0.9
chr6	36562144	36573377	SRSF3	0.89
chr6	37321747	37362514	RNF8	0.89
chr6	37600283	37667082	MDGA1	0.93
chr6	37787274	38122400	ZFAND3	0.9
chr6	39156748	39197226	KCNK5	0.86
chr6	39760141	39872648	DAAM2	0.95
chr6	41040683	41067715	NFYA	0.86
chr6	41514163	41570122	FOXP4	0.94
chr6	42192668	42419789	TRERF1	0.96
chr6	42531799	42661242	UBR2	0.97
chr6	42749764	42836298	GLTSCR1L	0.95
chr6	42952236	42980080	PPP2R5D	0.86
chr6	43044005	43129457	PTK7	0.97
chr6	43139036	43149243	SRF	0.89
chr6	43490071	43543812	XPO5	0.97
chr6	44214823	44221620	HSP90AB1	0.93
chr6	44355261	44418163	CDC5L	0.97
chr6	45295893	45632086	RUNX2	0.99
chr6	50681540	50740701	TFAP2D	0.89
chr6	50786435	50815326	TFAP2B	1.0
chr6	56322784	56819426	DST	1.0
chr6	64345724	64489229	PHF3	0.98
chr6	75794041	75915767	COL12A1	1.0
chr6	76311224	76427997	SENP6	0.93
chr6	79645583	79787953	PHIP	0.99
chr6	82201155	82462491	FAM46A	0.87
chr6	85397068	85474237	TBX18	0.88
chr6	86318052	86353510	SYNCRIP	0.99
chr6	87862550	87973914	ZNF292	0.96
chr6	90352217	90529442	MDN1	0.92
chr6	90636247	91006627	BACH2	0.96
chr6	91223291	91296764	MAP3K7	0.92
chr6	93949737	94129265	EPHA7	0.9
chr6	99845926	99873207	PNISR	0.93
chr6	100832890	100912805	SIM1	0.93
chr6	106534194	106557814	PRDM1	0.98
chr6	107386385	107436473	BEND3	0.97
chr6	107811161	107981357	SOBP	0.96
chr6	108487261	108510013	NR2E1	0.97
chr6	108881037	109005977	FOXO3	0.98
chr6	110501343	110575478	CDC40	0.9
chr6	111620233	111804918	REV3L	0.99
chr6	111981534	112194655	FYN	0.92
chr6	114254191	114332472	HDAC2	0.97
chr6	117586720	117594728	VGLL2	0.98
chr6	119215383	119230332	ASF1A	0.97
chr6	122720690	122754264	HSF2	0.94
chr6	126068809	126082415	HEY2	0.97
chr6	128289923	128841870	PTPRK	0.97
chr6	130334843	130462594	L3MBTL3	0.98
chr6	131160486	131384462	EPB41L2	0.93
chr6	133135579	133138703	RPS12	0.91
chr6	134210275	134216691	TCF21	0.99
chr6	134273307	134311570	TBPL1	0.86
chr6	135502452	135540311	MYB	0.97
chr6	136878184	137113656	MAP3K5	0.96
chr6	137813335	137815531	OLIG3	0.94
chr6	138188350	138204449	TNFAIP3	0.98
chr6	138483057	138665800	KIAA1244	0.92
chr6	138743179	139013708	NHSL1	0.89
chr6	139224629	139309398	REPS1	0.97
chr6	139456248	139501939	HECA	0.86
chr6	142622990	142767403	GPR126	0.86
chr6	143072603	143266338	HIVEP2	1.0
chr6	143771943	143811147	PEX3	0.88
chr6	143857981	144152322	PHACTR2	0.92
chr6	144261436	144385735	PLAGL1	0.98
chr6	144606836	145174170	UTRN	0.96
chr6	146185380	146285559	SHPRH	0.91
chr6	147525560	147706866	STXBP5	0.98
chr6	148593439	148873186	SASH1	0.89
chr6	149068463	149398126	UST	0.92
chr6	149539776	149732749	TAB2	0.99
chr6	149979288	150039392	LATS1	0.98
chr6	150920998	151164799	PLEKHG1	0.92
chr6	151685251	151712683	ZBTB2	0.98
chr6	151725988	151773259	RMND1	0.96
chr6	151773421	151791236	C6orf211	0.86
chr6	151977825	152450754	ESR1	0.98
chr6	152442818	152958936	SYNE1	0.87
chr6	153291663	153304714	FBXO5	0.93
chr6	155054458	155155192	SCAF8	1.0
chr6	155153830	155578857	TIAM2	0.87
chr6	155578642	155635627	TFB1M	0.93
chr6	157099062	157531913	ARID1B	1.0
chr6	157802164	158099178	ZDHHC14	0.93
chr6	158244295	158366109	SNX9	0.98
chr6	158733691	158932860	TULP4	0.97
chr6	159186772	159240444	EZR	0.93
chr6	160146616	160177351	WTAP	0.99
chr6	160199529	160210781	TCP1	0.99
chr6	160390130	160534539	IGF2R	0.98
chr6	161412758	161538417	MAP3K4	0.99
chr6	161768451	163148803	PARK2	0.87
chr6	163835031	163999628	QKI	0.99
chr6	165740775	166400091	PDE10A	1.0
chr6	166571143	166582188	T	0.96
chr6	166719167	166721936	PRR18	0.94
chr6	166733215	166756079	SFT2D1	0.91
chr6	166778406	166796486	MPC1	0.87
chr6	166822851	167319939	RPS6KA2	0.99
chr6	167412669	167466201	FGFR1OP	0.96
chr6	168227601	168372703	MLLT4	1.0
chr6	168693509	168720434	DACT2	0.9
chr6	168841830	169073984	SMOC2	0.98
chr6	169615874	169654139	THBS2	0.98
chr6	170102232	170106401	C6orf120	0.88
chr6	170104000	170124151	PHF10	0.98
chr6	170151717	170181680	ERMARD	0.94
chr6	170591293	170599561	DLL1	1.0
chr6	170599790	170716153	FAM120B	0.98
chr6	170844204	170862429	PSMB1	1.0
chr6	170863389	170881958	TBP	0.99
chr6	170884382	170893780	PDCD2	0.97
chr7	192968	300711	FAM20C	0.95
chr7	536894	559933	PDGFA	0.96
chr7	1272542	1276954	UNCX	1.0
chr7	1570349	1582679	MAFK	0.86
chr7	1727754	1787590	ELFN1	0.94
chr7	2393720	2420380	EIF3B	0.99
chr7	2767745	2883958	GNA12	0.94
chr7	2945774	3083579	CARD11	0.98
chr7	4683387	4811074	FOXK1	0.88
chr7	5346420	5465045	TNRC18	0.98
chr7	5566781	5603415	ACTB	0.92
chr7	5632438	5646286	FSCN1	0.96
chr7	6144514	6201195	USP42	0.87
chr7	6201406	6312275	CYTH3	0.93
chr7	6414153	6443608	RAC1	0.92
chr7	8008424	8133902	GLCCI1	0.87
chr7	8152813	8302317	ICA1	0.9
chr7	11013498	11209250	PHF14	0.99
chr7	13930852	14031050	ETV1	0.97
chr7	15650836	15726437	MEOX2	0.89
chr7	16639400	16685442	ANKMY2	0.88
chr7	16685755	16746148	BZW2	0.96
chr7	17338245	17385776	AHR	0.97
chr7	17830384	17980124	SNX13	0.94
chr7	18126571	19042039	HDAC9	0.99
chr7	19060613	19157295	TWIST1	0.95
chr7	20370324	20455377	ITGB8	0.98
chr7	21467651	21554440	SP4	0.99
chr7	22157855	22396763	RAPGEF5	0.98
chr7	23145352	23217533	KLHL7	0.89
chr7	23349827	23510086	IGF2BP3	0.99
chr7	24612886	24733812	MPP6	0.91
chr7	26229546	26241149	HNRNPA2B1	0.98
chr7	26240781	26252976	CBX3	0.89
chr7	27132611	27135615	HOXA1	0.89
chr7	27139720	27142430	HOXA2	0.93
chr7	27145802	27192200	HOXA3	0.98
chr7	27180670	27183287	HOXA5	0.94
chr7	27185014	27190222	HOXA6	0.91
chr7	27202053	27210117	HOXA9	0.87
chr7	27210209	27219880	HOXA10	0.96
chr7	27221128	27224842	HOXA11	0.99
chr7	27233121	27239725	HOXA13	0.99
chr7	27870191	28220362	JAZF1	0.93
chr7	28338939	28865511	CREB5	0.93
chr7	29161889	29553944	CHN2	0.87
chr7	29603426	29606911	PRR15	0.88
chr7	32907783	32933743	KBTBD2	0.97
chr7	35840541	35944917	SEPT7	0.93
chr7	39663081	39747723	RALA	0.87
chr7	39989635	40136733	CDK13	0.96
chr7	41724711	41742706	INHBA	0.97
chr7	42000547	42277469	GLI3	1.0
chr7	42948871	42971822	PSMA2	0.94
chr7	43152197	43605600	HECW1	0.98
chr7	45613738	45762715	ADCY1	0.89
chr7	45951948	45961473	IGFBP3	0.97
chr7	47314751	47622156	TNS3	0.96
chr7	50657759	50861159	GRB10	0.88
chr7	55086713	55324313	EGFR	0.89
chr7	56119322	56131682	CCT6A	0.95
chr7	69063904	70258054	AUTS2	0.99
chr7	72854727	72936608	BAZ1B	0.99
chr7	73868119	74016931	GTF2IRD1	0.95
chr7	77166591	77269388	PTPN12	0.93
chr7	77646392	79082890	MAGI2	0.98
chr7	81328321	81399754	HGF	0.88
chr7	82383328	82792246	PCLO	0.86
chr7	86781676	86825653	DMTF1	0.89
chr7	91875547	92030698	ANKIB1	0.93
chr7	92234234	92465908	CDK6	0.99
chr7	94023872	94060544	COL1A2	0.94
chr7	96634859	96640351	DLX6	0.98
chr7	96649703	96654409	DLX5	0.91
chr7	97736196	97838945	LMTK2	0.87
chr7	98475555	98610866	TRRAP	0.96
chr7	101458958	101927249	CUX1	0.96
chr7	102952920	102985320	DNAJC2	0.91
chr7	102984700	103009842	PSMC2	0.91
chr7	103112230	103629963	RELN	0.99
chr7	104654625	104754808	KMT2E	1.0
chr7	104751150	105039755	SRPK2	0.9
chr7	105245513	105517050	ATXN7L1	0.95
chr7	107384141	107402112	CBLL1	0.96
chr7	107564243	107643700	LAMB1	0.93
chr7	111366165	111846466	DOCK4	0.86
chr7	113726381	114333827	FOXP2	0.98
chr7	116164838	116201233	CAV1	0.88
chr7	116312443	116438440	MET	0.99
chr7	116451123	116562103	CAPZA2	0.87
chr7	116593291	116870157	ST7	0.97
chr7	120427375	120498456	TSPAN12	0.87
chr7	120590802	120617270	ING3	0.97
chr7	121513142	121702090	PTPRZ1	0.88
chr7	121941447	121950745	FEZF1	0.99
chr7	121958480	122526813	CADPS2	0.87
chr7	123321988	123389121	WASL	0.94
chr7	124462439	124570037	POT1	0.92
chr7	126986843	127071978	ZNF800	0.96
chr7	127292233	127732661	SND1	0.99
chr7	127667123	127672160	LRRC4	0.87
chr7	128470430	128499328	FLNC	0.98
chr7	128864863	129070052	AHCYL2	0.89
chr7	129251554	129396922	NRF1	0.94
chr7	129470571	129592789	UBE2H	0.95
chr7	129710349	129775560	KLHDC10	0.92
chr7	130794854	131181395	MKLN1	0.99
